Year,Month,Region,Class,Tension_Type,Indicator,Consumption_Gwh,T_avg,T_max,T_min,Hot_days,Cold_days,El_price,Event,Eff_intervention
2019,1,14,Servizi veterinari,1,0.09,5.24,6,10,2,0,22,67.65,0,0
2019,10,15,Istruzione,1,0.09,5.24,17,22,13,18,0,52.38,0,0
2019,5,15,Sanità e assistenza sociale,1,0.09,5.23,14,19,10,5,2,50.68,0,0
2019,8,15,Immobiliare,1,0.09,5.22,26,31,20,31,0,46.75,0,0
2019,9,18,Altri servizi,1,0.09,5.22,21,26,16,25,0,52.11,0,0
2019,4,16,Immobiliare,1,0.08,5.20,15,20,10,12,1,52.24,0,0
2019,1,21,Servizi veterinari,1,0.08,5.20,6,10,2,0,22,67.65,0,0
2019,11,18,Altri servizi,1,0.08,5.18,12,16,9,1,4,53.74,0,0
2019,4,16,Finanza e assicurazione,1,0.08,5.17,15,20,10,12,1,52.24,0,0
2019,3,21,Servizi veterinari,1,0.08,5.16,12,18,7,8,5,52.83,0,0
2019,6,13,Istruzione,1,0.08,5.16,24,30,18,28,0,48.15,0,0
2019,8,7,Informazione e comunicazione,1,0.08,5.15,26,31,20,31,0,46.75,0,0
2019,12,4,Istruzione,1,0.08,5.15,9,13,5,0,14,48.58,0,0
2019,1,20,Amministrazione pubblica e difesa,1,0.08,5.13,6,10,2,0,22,67.65,0,0
2019,5,16,Finanza e assicurazione,1,0.08,5.13,14,19,10,5,2,50.68,0,0
2019,1,9,Finanza e assicurazione,1,0.08,5.13,6,10,2,0,22,67.65,0,0
2019,8,9,Immobiliare,1,0.08,5.11,26,31,20,31,0,46.75,0,0
2019,9,14,Servizi veterinari,1,0.08,5.11,21,26,16,25,0,52.11,0,0
2019,7,2,Altri servizi,1,0.08,5.11,26,32,19,31,0,51.95,0,0
2019,4,4,Sanità e assistenza sociale,1,0.08,5.11,15,20,10,12,1,52.24,0,0
2019,11,11,Sanità e assistenza sociale,1,0.08,5.09,12,16,9,1,4,53.74,0,0
2019,8,4,Servizi veterinari,1,0.08,5.09,26,31,20,31,0,46.75,0,0
2019,12,11,Amministrazione pubblica e difesa,1,0.08,5.07,9,13,5,0,14,48.58,0,0
2019,5,15,Istruzione,1,0.08,5.06,14,19,10,5,2,50.68,0,0
2019,8,11,Amministrazione pubblica e difesa,1,0.08,5.05,26,31,20,31,0,46.75,0,0
2019,9,16,Servizi veterinari,1,0.08,5.05,21,26,16,25,0,52.11,0,0
2019,12,20,Amministrazione pubblica e difesa,1,0.08,5.05,9,13,5,0,14,48.58,0,0
2019,10,11,Sanità e assistenza sociale,1,0.08,5.02,17,22,13,18,0,52.38,0,0
2019,9,4,Istruzione,1,0.08,5.02,21,26,16,25,0,52.11,0,0
2019,2,11,Amministrazione pubblica e difesa,1,0.08,5.02,9,14,4,0,15,59.41,0,0
2019,6,7,Informazione e comunicazione,1,0.08,5.01,24,30,18,28,0,48.15,0,0
2019,5,4,Sanità e assistenza sociale,1,0.08,5.01,14,19,10,5,2,50.68,0,0
2019,1,9,Istruzione,1,0.08,4.98,6,10,2,0,22,67.65,0,0
2019,5,4,Istruzione,1,0.08,4.97,14,19,10,5,2,50.68,0,0
2019,1,2,Altri servizi,1,0.08,4.97,6,10,2,0,22,67.65,0,0
2019,6,16,Servizi veterinari,1,0.08,4.96,24,30,18,28,0,48.15,0,0
2019,11,21,Servizi veterinari,1,0.08,4.96,12,16,9,1,4,53.74,0,0
2019,7,13,Istruzione,1,0.08,4.93,26,32,19,31,0,51.95,0,0
2019,9,15,Istruzione,1,0.08,4.93,21,26,16,25,0,52.11,0,0
2019,4,15,Istruzione,1,0.08,4.92,15,20,10,12,1,52.24,0,0
2019,1,16,Servizi veterinari,1,0.08,4.91,6,10,2,0,22,67.65,0,0
2019,7,4,Servizi veterinari,1,0.08,4.90,26,32,19,31,0,51.95,0,0
2019,3,11,Amministrazione pubblica e difesa,1,0.08,4.90,12,18,7,8,5,52.83,0,0
2019,3,18,Altri servizi,1,0.08,4.90,12,18,7,8,5,52.83,0,0
2019,6,4,Istruzione,1,0.08,4.88,24,30,18,28,0,48.15,0,0
2019,2,18,Altri servizi,1,0.08,4.86,9,14,4,0,15,59.41,0,0
2019,6,11,Amministrazione pubblica e difesa,1,0.08,4.85,24,30,18,28,0,48.15,0,0
2019,12,21,Servizi veterinari,1,0.08,4.84,9,13,5,0,14,48.58,0,0
2019,2,11,Sanità e assistenza sociale,1,0.08,4.84,9,14,4,0,15,59.41,0,0
2019,4,14,Immobiliare,1,0.08,4.84,15,20,10,12,1,52.24,0,0
2019,3,11,Sanità e assistenza sociale,1,0.08,4.83,12,18,7,8,5,52.83,0,0
2019,11,11,Amministrazione pubblica e difesa,1,0.08,4.82,12,16,9,1,4,53.74,0,0
2019,10,16,Finanza e assicurazione,1,0.08,4.82,17,22,13,18,0,52.38,0,0
2019,6,20,"Alberghi, ristoranti e bar",1,0.08,4.80,24,30,18,28,0,48.15,0,0
2019,8,2,Altri servizi,1,0.08,4.79,26,31,20,31,0,46.75,0,0
2019,9,20,"Alberghi, ristoranti e bar",1,0.08,4.79,21,26,16,25,0,52.11,0,0
2019,6,15,Istruzione,1,0.08,4.78,24,30,18,28,0,48.15,0,0
2019,5,11,Sanità e assistenza sociale,1,0.08,4.77,14,19,10,5,2,50.68,0,0
2019,6,9,Finanza e assicurazione,1,0.08,4.73,24,30,18,28,0,48.15,0,0
2019,4,4,Istruzione,1,0.08,4.71,15,20,10,12,1,52.24,0,0
2019,2,21,Servizi veterinari,1,0.08,4.70,9,14,4,0,15,59.41,0,0
2019,12,7,Immobiliare,1,0.08,4.69,9,13,5,0,14,48.58,0,0
2019,6,2,Altri servizi,1,0.08,4.69,24,30,18,28,0,48.15,0,0
2019,7,19,Informazione e comunicazione,1,0.08,4.69,26,32,19,31,0,51.95,0,0
2019,1,7,Informazione e comunicazione,1,0.08,4.66,6,10,2,0,22,67.65,0,0
2019,10,2,Amministrazione pubblica e difesa,1,0.08,4.63,17,22,13,18,0,52.38,0,0
2019,11,20,Amministrazione pubblica e difesa,1,0.08,4.63,12,16,9,1,4,53.74,0,0
2019,6,12,"Alberghi, ristoranti e bar",1,0.08,4.61,24,30,18,28,0,48.15,0,0
2019,10,13,Servizi veterinari,1,0.08,4.60,17,22,13,18,0,52.38,0,0
2019,12,14,Servizi veterinari,1,0.08,4.60,9,13,5,0,14,48.58,0,0
2019,10,4,Istruzione,1,0.07,4.60,17,22,13,18,0,52.38,0,0
2019,8,19,Informazione e comunicazione,1,0.07,4.59,26,31,20,31,0,46.75,0,0
2019,12,16,Finanza e assicurazione,1,0.07,4.59,9,13,5,0,14,48.58,0,0
2019,5,11,Amministrazione pubblica e difesa,1,0.07,4.58,14,19,10,5,2,50.68,0,0
2019,1,9,Immobiliare,1,0.07,4.57,6,10,2,0,22,67.65,0,0
2019,6,9,Immobiliare,1,0.07,4.57,24,30,18,28,0,48.15,0,0
2019,11,4,Istruzione,1,0.07,4.56,12,16,9,1,4,53.74,0,0
2019,10,11,Amministrazione pubblica e difesa,1,0.07,4.56,17,22,13,18,0,52.38,0,0
2019,3,2,Altri servizi,1,0.07,4.54,12,18,7,8,5,52.83,0,0
2019,9,9,Immobiliare,1,0.07,4.53,21,26,16,25,0,52.11,0,0
2019,5,18,Altri servizi,1,0.07,4.52,14,19,10,5,2,50.68,0,0
2019,10,16,Servizi veterinari,1,0.07,4.52,17,22,13,18,0,52.38,0,0
2019,3,14,Servizi veterinari,1,0.07,4.49,12,18,7,8,5,52.83,0,0
2019,9,7,Informazione e comunicazione,1,0.07,4.47,21,26,16,25,0,52.11,0,0
2019,3,7,Immobiliare,1,0.07,4.47,12,18,7,8,5,52.83,0,0
2019,1,2,Amministrazione pubblica e difesa,1,0.07,4.47,6,10,2,0,22,67.65,0,0
2019,9,9,Finanza e assicurazione,1,0.07,4.46,21,26,16,25,0,52.11,0,0
2019,4,11,Sanità e assistenza sociale,1,0.07,4.46,15,20,10,12,1,52.24,0,0
2019,3,20,Amministrazione pubblica e difesa,1,0.07,4.46,12,18,7,8,5,52.83,0,0
2019,2,2,Altri servizi,1,0.07,4.46,9,14,4,0,15,59.41,0,0
2019,2,9,Finanza e assicurazione,1,0.07,4.46,9,14,4,0,15,59.41,0,0
2019,2,20,Amministrazione pubblica e difesa,1,0.07,4.46,9,14,4,0,15,59.41,0,0
2019,12,7,Informazione e comunicazione,1,0.07,4.45,9,13,5,0,14,48.58,0,0
2019,2,14,Servizi veterinari,1,0.07,4.44,9,14,4,0,15,59.41,0,0
2019,5,2,Altri servizi,1,0.07,4.44,14,19,10,5,2,50.68,0,0
2019,9,11,Amministrazione pubblica e difesa,1,0.07,4.43,21,26,16,25,0,52.11,0,0
2019,2,9,Istruzione,1,0.07,4.43,9,14,4,0,15,59.41,0,0
2019,9,7,Immobiliare,1,0.07,4.42,21,26,16,25,0,52.11,0,0
2019,10,14,Servizi veterinari,1,0.07,4.40,17,22,13,18,0,52.38,0,0
2019,8,2,Sanità e assistenza sociale,1,0.07,4.40,26,31,20,31,0,46.75,0,0
2019,3,7,Informazione e comunicazione,1,0.07,4.39,12,18,7,8,5,52.83,0,0
2019,2,7,Immobiliare,1,0.07,4.38,9,14,4,0,15,59.41,0,0
2019,1,1,Istruzione,1,0.07,4.38,6,10,2,0,22,67.65,0,0
2019,12,2,Altri servizi,1,0.07,4.37,9,13,5,0,14,48.58,0,0
2019,10,7,Informazione e comunicazione,1,0.07,4.37,17,22,13,18,0,52.38,0,0
2019,9,2,Altri servizi,1,0.07,4.37,21,26,16,25,0,52.11,0,0
2019,3,9,Istruzione,1,0.07,4.37,12,18,7,8,5,52.83,0,0
2019,5,7,Informazione e comunicazione,1,0.07,4.36,14,19,10,5,2,50.68,0,0
2019,10,20,Amministrazione pubblica e difesa,1,0.07,4.36,17,22,13,18,0,52.38,0,0
2019,3,9,Finanza e assicurazione,1,0.07,4.35,12,18,7,8,5,52.83,0,0
2019,4,11,Amministrazione pubblica e difesa,1,0.07,4.35,15,20,10,12,1,52.24,0,0
2019,11,9,Istruzione,1,0.07,4.35,12,16,9,1,4,53.74,0,0
2019,1,4,Servizi veterinari,1,0.07,4.34,6,10,2,0,22,67.65,0,0
2019,7,2,Sanità e assistenza sociale,1,0.07,4.33,26,32,19,31,0,51.95,0,0
2019,3,16,Servizi veterinari,1,0.07,4.33,12,18,7,8,5,52.83,0,0
2019,6,19,Informazione e comunicazione,1,0.07,4.31,24,30,18,28,0,48.15,0,0
2019,6,4,Servizi veterinari,1,0.07,4.29,24,30,18,28,0,48.15,0,0
2019,7,11,Immobiliare,1,0.07,4.27,26,32,19,31,0,51.95,0,0
2019,8,15,Istruzione,1,0.07,4.27,26,31,20,31,0,46.75,0,0
2019,11,7,Informazione e comunicazione,1,0.07,4.26,12,16,9,1,4,53.74,0,0
2019,10,2,Altri servizi,1,0.07,4.26,17,22,13,18,0,52.38,0,0
2019,2,16,Servizi veterinari,1,0.07,4.25,9,14,4,0,15,59.41,0,0
2019,4,2,Altri servizi,1,0.07,4.23,15,20,10,12,1,52.24,0,0
2019,5,13,Servizi veterinari,1,0.07,4.23,14,19,10,5,2,50.68,0,0
2019,11,20,"Alberghi, ristoranti e bar",1,0.07,4.22,12,16,9,1,4,53.74,0,0
2019,4,18,Altri servizi,1,0.07,4.22,15,20,10,12,1,52.24,0,0
2019,7,11,Finanza e assicurazione,1,0.07,4.21,26,32,19,31,0,51.95,0,0
2019,1,19,Informazione e comunicazione,1,0.07,4.21,6,10,2,0,22,67.65,0,0
2019,11,16,Finanza e assicurazione,1,0.07,4.20,12,16,9,1,4,53.74,0,0
2019,11,7,Immobiliare,1,0.07,4.20,12,16,9,1,4,53.74,0,0
2019,12,9,Istruzione,1,0.07,4.19,9,13,5,0,14,48.58,0,0
2019,4,7,Informazione e comunicazione,1,0.07,4.19,15,20,10,12,1,52.24,0,0
2019,11,14,Servizi veterinari,1,0.07,4.19,12,16,9,1,4,53.74,0,0
2019,5,7,Immobiliare,1,0.07,4.18,14,19,10,5,2,50.68,0,0
2019,9,15,Immobiliare,1,0.07,4.16,21,26,16,25,0,52.11,0,0
2019,6,15,Immobiliare,1,0.07,4.16,24,30,18,28,0,48.15,0,0
2019,12,16,Servizi veterinari,1,0.07,4.16,9,13,5,0,14,48.58,0,0
2019,10,7,Immobiliare,1,0.07,4.15,17,22,13,18,0,52.38,0,0
2019,3,10,Servizi veterinari,1,0.07,4.14,12,18,7,8,5,52.83,0,0
2019,9,4,Servizi veterinari,1,0.07,4.13,21,26,16,25,0,52.11,0,0
2019,1,13,Servizi veterinari,1,0.07,4.11,6,10,2,0,22,67.65,0,0
2019,11,2,Altri servizi,1,0.07,4.10,12,16,9,1,4,53.74,0,0
2019,11,16,Servizi veterinari,1,0.07,4.10,12,16,9,1,4,53.74,0,0
2019,8,20,Amministrazione pubblica e difesa,1,0.07,4.10,26,31,20,31,0,46.75,0,0
2019,2,7,Informazione e comunicazione,1,0.07,4.08,9,14,4,0,15,59.41,0,0
2019,7,20,Amministrazione pubblica e difesa,1,0.07,4.07,26,32,19,31,0,51.95,0,0
2019,12,9,Immobiliare,1,0.07,4.06,9,13,5,0,14,48.58,0,0
2019,4,16,Servizi veterinari,1,0.07,4.06,15,20,10,12,1,52.24,0,0
2019,1,11,Immobiliare,1,0.07,4.06,6,10,2,0,22,67.65,0,0
2019,4,20,Amministrazione pubblica e difesa,1,0.07,4.05,15,20,10,12,1,52.24,0,0
2019,5,9,Finanza e assicurazione,1,0.07,4.05,14,19,10,5,2,50.68,0,0
2019,4,7,Immobiliare,1,0.07,4.05,15,20,10,12,1,52.24,0,0
2019,12,9,Finanza e assicurazione,1,0.07,4.04,9,13,5,0,14,48.58,0,0
2019,4,14,Servizi veterinari,1,0.07,4.04,15,20,10,12,1,52.24,0,0
2019,4,9,Finanza e assicurazione,1,0.07,4.03,15,20,10,12,1,52.24,0,0
2019,8,4,Immobiliare,1,0.07,4.03,26,31,20,31,0,46.75,0,0
2019,12,13,Servizi veterinari,1,0.07,4.03,9,13,5,0,14,48.58,0,0
2019,5,14,Servizi veterinari,1,0.07,4.03,14,19,10,5,2,50.68,0,0
2019,5,16,Servizi veterinari,1,0.07,4.02,14,19,10,5,2,50.68,0,0
2019,3,13,Servizi veterinari,1,0.07,4.02,12,18,7,8,5,52.83,0,0
2019,3,2,Amministrazione pubblica e difesa,1,0.07,4.01,12,18,7,8,5,52.83,0,0
2019,12,19,Informazione e comunicazione,1,0.07,4.01,9,13,5,0,14,48.58,0,0
2019,9,19,Informazione e comunicazione,1,0.07,3.99,21,26,16,25,0,52.11,0,0
2019,10,9,Finanza e assicurazione,1,0.06,3.97,17,22,13,18,0,52.38,0,0
2019,5,2,Amministrazione pubblica e difesa,1,0.06,3.96,14,19,10,5,2,50.68,0,0
2019,8,11,Finanza e assicurazione,1,0.06,3.96,26,31,20,31,0,46.75,0,0
2019,7,12,Sanità e assistenza sociale,1,0.06,3.96,26,32,19,31,0,51.95,0,0
2019,1,11,Finanza e assicurazione,1,0.06,3.96,6,10,2,0,22,67.65,0,0
2019,9,20,Amministrazione pubblica e difesa,1,0.06,3.95,21,26,16,25,0,52.11,0,0
2019,6,2,Sanità e assistenza sociale,1,0.06,3.94,24,30,18,28,0,48.15,0,0
2019,5,20,Amministrazione pubblica e difesa,1,0.06,3.93,14,19,10,5,2,50.68,0,0
2019,8,13,Istruzione,1,0.06,3.93,26,31,20,31,0,46.75,0,0
2019,9,12,"Alberghi, ristoranti e bar",1,0.06,3.93,21,26,16,25,0,52.11,0,0
2019,8,12,Sanità e assistenza sociale,1,0.06,3.93,26,31,20,31,0,46.75,0,0
2019,2,2,Amministrazione pubblica e difesa,1,0.06,3.92,9,14,4,0,15,59.41,0,0
2019,3,19,Informazione e comunicazione,1,0.06,3.92,12,18,7,8,5,52.83,0,0
2019,12,2,Amministrazione pubblica e difesa,1,0.06,3.91,9,13,5,0,14,48.58,0,0
2019,10,9,Istruzione,1,0.06,3.90,17,22,13,18,0,52.38,0,0
2019,3,4,Servizi veterinari,1,0.06,3.88,12,18,7,8,5,52.83,0,0
2019,2,9,Immobiliare,1,0.06,3.87,9,14,4,0,15,59.41,0,0
2019,11,2,Amministrazione pubblica e difesa,1,0.06,3.87,12,16,9,1,4,53.74,0,0
2019,10,19,Informazione e comunicazione,1,0.06,3.87,17,22,13,18,0,52.38,0,0
2019,5,9,Istruzione,1,0.06,3.87,14,19,10,5,2,50.68,0,0
2019,11,9,Finanza e assicurazione,1,0.06,3.86,12,16,9,1,4,53.74,0,0
2019,4,13,Servizi veterinari,1,0.06,3.85,15,20,10,12,1,52.24,0,0
2019,5,19,Informazione e comunicazione,1,0.06,3.85,14,19,10,5,2,50.68,0,0
2019,10,20,"Alberghi, ristoranti e bar",1,0.06,3.84,17,22,13,18,0,52.38,0,0
2019,4,9,Istruzione,1,0.06,3.83,15,20,10,12,1,52.24,0,0
2019,2,4,Servizi veterinari,1,0.06,3.83,9,14,4,0,15,59.41,0,0
2019,11,9,Immobiliare,1,0.06,3.82,12,16,9,1,4,53.74,0,0
2019,11,19,Informazione e comunicazione,1,0.06,3.81,12,16,9,1,4,53.74,0,0
2019,11,13,Servizi veterinari,1,0.06,3.80,12,16,9,1,4,53.74,0,0
2019,2,1,Istruzione,1,0.06,3.80,9,14,4,0,15,59.41,0,0
2019,6,20,Amministrazione pubblica e difesa,1,0.06,3.80,24,30,18,28,0,48.15,0,0
2019,12,4,Servizi veterinari,1,0.06,3.80,9,13,5,0,14,48.58,0,0
2019,3,9,Immobiliare,1,0.06,3.78,12,18,7,8,5,52.83,0,0
2019,8,11,Immobiliare,1,0.06,3.78,26,31,20,31,0,46.75,0,0
2019,8,4,Istruzione,1,0.06,3.76,26,31,20,31,0,46.75,0,0
2019,9,2,Sanità e assistenza sociale,1,0.06,3.76,21,26,16,25,0,52.11,0,0
2019,10,20,Trasporto e magazzinaggio,1,0.06,3.76,17,22,13,18,0,52.38,0,0
2019,4,19,Informazione e comunicazione,1,0.06,3.74,15,20,10,12,1,52.24,0,0
2019,5,20,"Alberghi, ristoranti e bar",1,0.06,3.73,14,19,10,5,2,50.68,0,0
2019,1,19,Amministrazione pubblica e difesa,1,0.06,3.72,6,10,2,0,22,67.65,0,0
2019,8,20,Trasporto e magazzinaggio,1,0.06,3.71,26,31,20,31,0,46.75,0,0
2019,6,11,Immobiliare,1,0.06,3.71,24,30,18,28,0,48.15,0,0
2019,12,1,Istruzione,1,0.06,3.70,9,13,5,0,14,48.58,0,0
2019,1,1,Immobiliare,1,0.06,3.70,6,10,2,0,22,67.65,0,0
2019,3,1,Istruzione,1,0.06,3.69,12,18,7,8,5,52.83,0,0
2019,2,19,Informazione e comunicazione,1,0.06,3.66,9,14,4,0,15,59.41,0,0
2019,10,9,Immobiliare,1,0.06,3.66,17,22,13,18,0,52.38,0,0
2019,7,1,Immobiliare,1,0.06,3.65,26,32,19,31,0,51.95,0,0
2019,7,20,Commercio,1,0.06,3.64,26,32,19,31,0,51.95,0,0
2019,5,12,"Alberghi, ristoranti e bar",1,0.06,3.64,14,19,10,5,2,50.68,0,0
2019,1,20,Altri servizi,1,0.06,3.63,6,10,2,0,22,67.65,0,0
2019,7,20,Trasporto e magazzinaggio,1,0.06,3.63,26,32,19,31,0,51.95,0,0
2019,12,12,"Alberghi, ristoranti e bar",1,0.06,3.62,9,13,5,0,14,48.58,0,0
2019,10,4,Servizi veterinari,1,0.06,3.62,17,22,13,18,0,52.38,0,0
2019,4,4,Servizi veterinari,1,0.06,3.61,15,20,10,12,1,52.24,0,0
2019,4,2,Amministrazione pubblica e difesa,1,0.06,3.61,15,20,10,12,1,52.24,0,0
2019,1,12,"Alberghi, ristoranti e bar",1,0.06,3.60,6,10,2,0,22,67.65,0,0
2019,2,13,Servizi veterinari,1,0.06,3.59,9,14,4,0,15,59.41,0,0
2019,6,12,Sanità e assistenza sociale,1,0.06,3.57,24,30,18,28,0,48.15,0,0
2019,5,4,Servizi veterinari,1,0.06,3.56,14,19,10,5,2,50.68,0,0
2019,8,20,Commercio,1,0.06,3.56,26,31,20,31,0,46.75,0,0
2019,6,11,Finanza e assicurazione,1,0.06,3.56,24,30,18,28,0,48.15,0,0
2019,8,1,Immobiliare,1,0.06,3.55,26,31,20,31,0,46.75,0,0
2019,8,19,Sanità e assistenza sociale,1,0.06,3.55,26,31,20,31,0,46.75,0,0
2019,1,2,Sanità e assistenza sociale,1,0.06,3.55,6,10,2,0,22,67.65,0,0
2019,12,11,Immobiliare,1,0.06,3.55,9,13,5,0,14,48.58,0,0
2019,11,4,Servizi veterinari,1,0.06,3.54,12,16,9,1,4,53.74,0,0
2019,7,19,Amministrazione pubblica e difesa,1,0.06,3.54,26,32,19,31,0,51.95,0,0
2019,1,15,Immobiliare,1,0.06,3.54,6,10,2,0,22,67.65,0,0
2019,10,2,Sanità e assistenza sociale,1,0.06,3.53,17,22,13,18,0,52.38,0,0
2019,7,4,Immobiliare,1,0.06,3.52,26,32,19,31,0,51.95,0,0
2019,12,20,Altri servizi,1,0.06,3.51,9,13,5,0,14,48.58,0,0
2019,5,9,Immobiliare,1,0.06,3.51,14,19,10,5,2,50.68,0,0
2019,7,1,Istruzione,1,0.06,3.49,26,32,19,31,0,51.95,0,0
2019,11,1,Istruzione,1,0.06,3.49,12,16,9,1,4,53.74,0,0
2019,1,7,Istruzione,1,0.06,3.49,6,10,2,0,22,67.65,0,0
2019,10,12,"Alberghi, ristoranti e bar",1,0.06,3.48,17,22,13,18,0,52.38,0,0
2019,7,9,Istruzione,1,0.06,3.47,26,32,19,31,0,51.95,0,0
2019,3,12,"Alberghi, ristoranti e bar",1,0.06,3.46,12,18,7,8,5,52.83,0,0
2019,12,2,Sanità e assistenza sociale,1,0.06,3.45,9,13,5,0,14,48.58,0,0
2019,4,12,"Alberghi, ristoranti e bar",1,0.06,3.42,15,20,10,12,1,52.24,0,0
2019,7,19,Sanità e assistenza sociale,1,0.06,3.41,26,32,19,31,0,51.95,0,0
2019,5,20,Trasporto e magazzinaggio,1,0.06,3.40,14,19,10,5,2,50.68,0,0
2019,12,20,Commercio,1,0.06,3.39,9,13,5,0,14,48.58,0,0
2019,4,9,Immobiliare,1,0.06,3.38,15,20,10,12,1,52.24,0,0
2019,11,2,Sanità e assistenza sociale,1,0.05,3.37,12,16,9,1,4,53.74,0,0
2019,8,19,Amministrazione pubblica e difesa,1,0.05,3.36,26,31,20,31,0,46.75,0,0
2019,2,11,Immobiliare,1,0.05,3.36,9,14,4,0,15,59.41,0,0
2019,1,20,Commercio,1,0.05,3.34,6,10,2,0,22,67.65,0,0
2019,11,11,Immobiliare,1,0.05,3.33,12,16,9,1,4,53.74,0,0
2019,1,12,Sanità e assistenza sociale,1,0.05,3.33,6,10,2,0,22,67.65,0,0
2019,6,1,Istruzione,1,0.05,3.32,24,30,18,28,0,48.15,0,0
2019,9,9,Istruzione,1,0.05,3.31,21,26,16,25,0,52.11,0,0
2019,6,9,Istruzione,1,0.05,3.29,24,30,18,28,0,48.15,0,0
2019,11,12,"Alberghi, ristoranti e bar",1,0.05,3.28,12,16,9,1,4,53.74,0,0
2019,9,11,Immobiliare,1,0.05,3.28,21,26,16,25,0,52.11,0,0
2019,3,2,Sanità e assistenza sociale,1,0.05,3.27,12,18,7,8,5,52.83,0,0
2019,5,2,Sanità e assistenza sociale,1,0.05,3.26,14,19,10,5,2,50.68,0,0
2019,7,7,Finanza e assicurazione,1,0.05,3.26,26,32,19,31,0,51.95,0,0
2019,1,15,Finanza e assicurazione,1,0.05,3.26,6,10,2,0,22,67.65,0,0
2019,10,15,Immobiliare,1,0.05,3.24,17,22,13,18,0,52.38,0,0
2019,10,1,Istruzione,1,0.05,3.24,17,22,13,18,0,52.38,0,0
2019,3,20,Altri servizi,1,0.05,3.23,12,18,7,8,5,52.83,0,0
2019,7,15,Finanza e assicurazione,1,0.05,3.23,26,32,19,31,0,51.95,0,0
2019,1,7,Finanza e assicurazione,1,0.05,3.22,6,10,2,0,22,67.65,0,0
2019,3,11,Immobiliare,1,0.05,3.22,12,18,7,8,5,52.83,0,0
2019,5,1,Istruzione,1,0.05,3.22,14,19,10,5,2,50.68,0,0
2019,9,12,Sanità e assistenza sociale,1,0.05,3.21,21,26,16,25,0,52.11,0,0
2019,2,11,Finanza e assicurazione,1,0.05,3.20,9,14,4,0,15,59.41,0,0
2019,2,12,"Alberghi, ristoranti e bar",1,0.05,3.18,9,14,4,0,15,59.41,0,0
2019,6,1,Immobiliare,1,0.05,3.17,24,30,18,28,0,48.15,0,0
2019,4,1,Istruzione,1,0.05,3.16,15,20,10,12,1,52.24,0,0
2019,2,20,Altri servizi,1,0.05,3.15,9,14,4,0,15,59.41,0,0
2019,5,15,Immobiliare,1,0.05,3.15,14,19,10,5,2,50.68,0,0
2019,9,20,Trasporto e magazzinaggio,1,0.05,3.14,21,26,16,25,0,52.11,0,0
2019,12,12,Sanità e assistenza sociale,1,0.05,3.13,9,13,5,0,14,48.58,0,0
2019,2,2,Sanità e assistenza sociale,1,0.05,3.13,9,14,4,0,15,59.41,0,0
2019,4,2,Sanità e assistenza sociale,1,0.05,3.13,15,20,10,12,1,52.24,0,0
2019,6,20,Trasporto e magazzinaggio,1,0.05,3.11,24,30,18,28,0,48.15,0,0
2019,2,19,Amministrazione pubblica e difesa,1,0.05,3.11,9,14,4,0,15,59.41,0,0
2019,6,19,Amministrazione pubblica e difesa,1,0.05,3.09,24,30,18,28,0,48.15,0,0
2019,10,11,Immobiliare,1,0.05,3.09,17,22,13,18,0,52.38,0,0
2019,6,20,Commercio,1,0.05,3.09,24,30,18,28,0,48.15,0,0
2019,9,1,Istruzione,1,0.05,3.09,21,26,16,25,0,52.11,0,0
2019,12,19,Amministrazione pubblica e difesa,1,0.05,3.07,9,13,5,0,14,48.58,0,0
2019,3,19,Amministrazione pubblica e difesa,1,0.05,3.06,12,18,7,8,5,52.83,0,0
2019,3,20,Commercio,1,0.05,3.06,12,18,7,8,5,52.83,0,0
2019,11,20,Commercio,1,0.05,3.05,12,16,9,1,4,53.74,0,0
2019,9,1,Immobiliare,1,0.05,3.05,21,26,16,25,0,52.11,0,0
2019,8,20,Altri servizi,1,0.05,3.04,26,31,20,31,0,46.75,0,0
2019,3,11,Finanza e assicurazione,1,0.05,3.03,12,18,7,8,5,52.83,0,0
2019,5,11,Immobiliare,1,0.05,3.01,14,19,10,5,2,50.68,0,0
2019,7,20,Altri servizi,1,0.05,3.01,26,32,19,31,0,51.95,0,0
2019,1,1,Finanza e assicurazione,1,0.05,3.01,6,10,2,0,22,67.65,0,0
2019,9,11,Finanza e assicurazione,1,0.05,3.00,21,26,16,25,0,52.11,0,0
2019,9,20,Commercio,1,0.05,3.00,21,26,16,25,0,52.11,0,0
2019,2,15,Immobiliare,1,0.05,3.00,9,14,4,0,15,59.41,0,0
2019,2,7,Istruzione,1,0.05,3.00,9,14,4,0,15,59.41,0,0
2019,7,1,Finanza e assicurazione,1,0.05,3.00,26,32,19,31,0,51.95,0,0
2019,12,11,Finanza e assicurazione,1,0.05,2.99,9,13,5,0,14,48.58,0,0
2019,10,20,Commercio,1,0.05,2.99,17,22,13,18,0,52.38,0,0
2019,2,1,Immobiliare,1,0.05,2.99,9,14,4,0,15,59.41,0,0
2019,8,7,Finanza e assicurazione,1,0.05,2.98,26,31,20,31,0,46.75,0,0
2019,10,12,Trasporto e magazzinaggio,1,0.05,2.98,17,22,13,18,0,52.38,0,0
2019,3,15,Immobiliare,1,0.05,2.97,12,18,7,8,5,52.83,0,0
2019,10,12,Sanità e assistenza sociale,1,0.05,2.97,17,22,13,18,0,52.38,0,0
